iter	Passed	Remaining
1474	8277	8558
1475	8283	8552
1476	8288	8546
1477	8294	8541
1478	8300	8535
1479	8305	8530
1480	8311	8524
1481	8317	8519
1482	8322	8513
1483	8328	8507
1484	8333	8501
1485	8338	8496
1486	8344	8490
1487	8350	8485
1488	8356	8479
1489	8362	8474
1490	8368	8469
1491	8374	8464
1492	8380	8458
1493	8386	8453
1494	8391	8447
1495	8396	8440
1496	8402	8435
1497	8407	8430
1498	8412	8424
1499	8418	8418
1500	8423	8412
1501	8429	8407
1502	8434	8401
1503	8440	8395
1504	8445	8389
1505	8451	8383
1506	8457	8378
1507	8462	8372
1508	8468	8367
1509	8474	8361
1510	8479	8356
1511	8485	8350
1512	8491	8345
1513	8496	8339
1514	8503	8334
1515	8508	8329
1516	8514	8323
1517	8520	8318
1518	8526	8313
1519	8532	8307
1520	8537	8301
1521	8543	8296
1522	8548	8290
1523	8554	8285
1524	8560	8279
1525	8565	8273
1526	8571	8268
1527	8577	8262
1528	8583	8257
1529	8589	8252
1530	8594	8246
1531	8600	8241
1532	8606	8235
1533	8611	8229
1534	8617	8224
1535	8623	8218
1536	8628	8213
1537	8633	8207
1538	8639	8201
1539	8645	8196
1540	8651	8190
1541	8656	8185
1542	8662	8180
1543	8668	8174
1544	8674	8168
1545	8679	8163
1546	8685	8157
1547	8690	8151
1548	8696	8146
1549	8702	8141
1550	8708	8135
1551	8714	8130
1552	8719	8124
1553	8725	8118
1554	8730	8113
1555	8736	8107
1556	8742	8102
1557	8748	8096
1558	8753	8090
1559	8759	8085
1560	8764	8079
1561	8770	8073
1562	8776	8068
1563	8781	8062
1564	8786	8056
1565	8792	8051
1566	8798	8045
1567	8804	8040
1568	8809	8034
1569	8815	8029
1570	8820	8023
1571	8826	8017
1572	8832	8012
1573	8837	8006
1574	8843	8001
1575	8849	7996
1576	8855	7990
1577	8861	7985
1578	8867	7980
1579	8872	7974
1580	8878	7969
1581	8884	7963
1582	8890	7957
1583	8895	7952
1584	8901	7946
1585	8907	7941
1586	8913	7935
1587	8919	7930
1588	8925	7925
1589	8931	7920
1590	8936	7914
1591	8942	7908
1592	8947	7902
1593	8953	7897
1594	8958	7891
1595	8964	7886
1596	8970	7881
1597	8976	7875
1598	8982	7869
1599	8987	7863
1600	8992	7858
1601	8998	7852
1602	9003	7846
1603	9008	7840
1604	9014	7834
1605	9019	7829
1606	9025	7823
1607	9030	7817
1608	9036	7812
1609	9042	7806
1610	9048	7801
1611	9054	7796
1612	9060	7791
1613	9066	7785
1614	9072	7780
1615	9077	7774
1616	9083	7768
1617	9089	7763
1618	9094	7757
1619	9101	7752
1620	9106	7747
1621	9112	7741
1622	9117	7735
1623	9124	7730
1624	9130	7725
1625	9135	7720
1626	9141	7714
1627	9147	7709
1628	9153	7703
1629	9158	7697
1630	9164	7692
1631	9169	7686
1632	9175	7680
1633	9180	7675
1634	9186	7669
1635	9192	7663
1636	9198	7658
1637	9204	7653
1638	9210	7648
1639	9216	7642
1640	9222	7637
1641	9227	7631
1642	9232	7625
1643	9238	7620
1644	9243	7614
1645	9250	7609
1646	9256	7604
1647	9261	7598
1648	9267	7592
1649	9273	7587
1650	9279	7582
1651	9285	7576
1652	9291	7571
1653	9296	7565
1654	9302	7560
1655	9308	7554
1656	9314	7549
1657	9320	7544
1658	9326	7538
1659	9331	7532
1660	9336	7526
1661	9342	7521
1662	9347	7515
1663	9353	7509
1664	9358	7503
1665	9364	7498
1666	9369	7492
1667	9375	7486
1668	9380	7481
1669	9386	7475
1670	9392	7470
1671	9398	7465
1672	9404	7459
1673	9410	7454
1674	9416	7448
1675	9422	7443
1676	9427	7437
1677	9433	7431
1678	9438	7426
