iter	MultiClass
690	0.2025212297
691	0.2022617595
692	0.2020144011
693	0.2018132443
694	0.2015574275
695	0.2013438963
696	0.201226327
697	0.200902682
698	0.2005238331
699	0.2002323897
700	0.2000324011
701	0.1996972887
702	0.1994639738
703	0.1991454387
704	0.1989274574
705	0.1986231872
706	0.1982627191
707	0.197996262
708	0.1977378512
709	0.1974755674
710	0.1973393975
711	0.197135516
712	0.1968243426
713	0.1965922103
714	0.1962436113
715	0.1960130687
716	0.1958136261
717	0.1954906946
718	0.1952836122
719	0.1949393524
720	0.1946605635
721	0.1942849636
722	0.1940564033
723	0.1938168363
724	0.1934315257
725	0.1931507361
726	0.1928455655
727	0.1925574832
728	0.192283176
729	0.1920659927
730	0.1919152448
731	0.1916956445
732	0.19154885
733	0.1912675683
734	0.1910799285
735	0.1907739283
736	0.1905708311
737	0.190291836
738	0.1901065236
739	0.189896977
740	0.1896820866
741	0.1895141321
742	0.1891793642
743	0.1889305928
744	0.1886328796
745	0.188399002
746	0.188194375
747	0.1880043388
748	0.1877920309
749	0.1874916337
750	0.1870795111
751	0.1868021168
752	0.1865865187
753	0.1863911831
754	0.185828978
755	0.1856463699
756	0.1854826677
757	0.1852308302
758	0.1850744953
759	0.1849243609
760	0.1846379951
761	0.1843940013
762	0.1841360597
763	0.1839231253
764	0.1836898748
765	0.1834122275
766	0.1831426918
767	0.1829773748
768	0.1827440723
769	0.182641501
770	0.1824370758
771	0.1822169788
772	0.181972979
773	0.1817836452
774	0.181537801
775	0.1813256886
776	0.1811459922
777	0.1809791232
778	0.1807697732
779	0.1805431346
780	0.1802888936
781	0.1800897143
782	0.179801219
783	0.1794848822
784	0.1793003313
785	0.1791424047
786	0.1789705525
787	0.1788456685
788	0.1786971458
789	0.1785518263
790	0.1783714171
791	0.1781005646
792	0.1777786582
793	0.1774503245
794	0.1771708725
795	0.1770849966
796	0.1769190693
797	0.1767107914
798	0.176519771
799	0.1763225523
800	0.176042523
801	0.1757342063
802	0.1754609514
803	0.1752291447
804	0.1749625242
805	0.1746750258
806	0.1744165177
807	0.1741520563
808	0.1738389925
809	0.1736165497
810	0.1734205278
811	0.1732734174
812	0.1731533741
813	0.1729384366
814	0.1727423556
815	0.1724003598
816	0.1721179668
817	0.1718347188
818	0.1716490748
819	0.1714268124
820	0.1712381813
821	0.1709798794
822	0.1707605981
823	0.1705038951
824	0.1703472748
825	0.1701020809
826	0.1698570165
827	0.1695391391
828	0.169316347
829	0.1690963488
830	0.1688668068
831	0.1686517261
832	0.16841036
833	0.168175093
834	0.1680097423
835	0.1677260572
836	0.1674756198
837	0.1673132529
838	0.1671219945
839	0.1669611327
840	0.1666182544
841	0.1664848405
842	0.1663215769
843	0.1661509373
844	0.1658653769
845	0.165751115
846	0.1654902245
847	0.1653213066
848	0.1651478817
849	0.1650064362
850	0.1648208122
851	0.1646376382
852	0.1644628065
853	0.1643145664
854	0.1641417051
855	0.1639837519
856	0.1637953195
857	0.1636109157
858	0.1634446542
859	0.1632493634
860	0.1630834258
861	0.162842921
862	0.1626147882
863	0.1624404502
864	0.162362105
865	0.1621312426
866	0.1619934344
867	0.1618152494
868	0.1616416828
869	0.1615736309
870	0.1614230585
871	0.161307359
872	0.1612014124
873	0.1610261225
874	0.1608442105
875	0.1606334078
876	0.160498847
877	0.1603899371
878	0.1601607558
879	0.1599834303
880	0.1598775064
881	0.1596917531
882	0.1595126133
883	0.159269555
884	0.1590015596
885	0.1587619503
886	0.1584939699
887	0.1582985307
888	0.1580961524
889	0.1578793151
890	0.157695596
891	0.1575283729
892	0.1573472263
893	0.157155871
894	0.1568762245
895	0.1566803008
896	0.1565166794
897	0.156286985
898	0.1560600611
899	0.1558352584
900	0.1555614037
901	0.1553228419
902	0.1550436583
903	0.1548102552
904	0.1545468124
905	0.1543589848
906	0.1542180561
907	0.1540790916
908	0.1538741331
909	0.1536287949
910	0.1533829546
911	0.1532049896
912	0.1529788484
913	0.1527783824
914	0.1526395947
915	0.152500411
916	0.1523864643
917	0.1522179274
918	0.1520654003
919	0.1518468314
920	0.1516495995
921	0.1515369055
922	0.1513037837
923	0.151122766
924	0.1509159634
925	0.1507012815
926	0.1505509853
927	0.1503966447
928	0.1501933269
929	0.1500496717
930	0.1499113606
931	0.1497376386
932	0.1494954846
933	0.1493784137
934	0.1492029152
935	0.1489842736
936	0.1488263128
937	0.1485249089
938	0.1483330315
939	0.1482166079
940	0.1479678435
941	0.1478632229
942	0.1476851454
943	0.1474686733
944	0.1473351635
945	0.147087445
946	0.1469500765
947	0.1468312512
948	0.1466851241
949	0.1464770228
950	0.1463421367
951	0.1460563633
952	0.1459237534
953	0.1456958954
954	0.1455999282
955	0.145478131
956	0.1453523863
957	0.1451398905
958	0.1450610229
959	0.144858409
960	0.1446971591
961	0.1445382252
962	0.1443487744
963	0.1441486701
964	0.1440026005
965	0.1437726716
966	0.1435222889
967	0.1433588853
968	0.1432392776
969	0.1431557771
970	0.1429810553
971	0.1428112628
972	0.1425872364
973	0.142455287
974	0.1423343589
975	0.1421606588
976	0.1419432807
977	0.1417708609
978	0.1415591621
979	0.141374382
980	0.1411599895
981	0.1410515781
982	0.1408976654
983	0.1407840395
984	0.1405373732
985	0.1403872425
986	0.140212877
987	0.1400093053
988	0.1397957143
989	0.1396267627
990	0.1393912756
991	0.1392702874
992	0.1391425214
993	0.1389867583
994	0.1387823371
995	0.1386344861
996	0.1385062751
997	0.1384140734
998	0.1382730665
999	0.1381238095
1000	0.1378915579
1001	0.1376359383
1002	0.1374170589
1003	0.1371988155
1004	0.137024608
1005	0.1368425076
1006	0.1366337967
1007	0.1364338272
1008	0.1362221411
1009	0.1361607968
1010	0.1360546227
1011	0.1358662068
1012	0.1356585332
1013	0.1355709906
1014	0.1354105741
1015	0.1352928796
1016	0.1351135887
1017	0.1348958337
1018	0.1347403005
1019	0.134653966
1020	0.1345614675
1021	0.134456464
1022	0.1343018583
1023	0.1341831353
1024	0.1340912307
1025	0.1340007461
1026	0.1338635291
1027	0.1337723648
1028	0.1336476634
1029	0.1335108321
1030	0.1333606904
1031	0.1332023853
1032	0.1331037607
1033	0.1329413304
1034	0.132730212
1035	0.1325812274
1036	0.1323935836
1037	0.1322506052
1038	0.1320883015
1039	0.1318960288
1040	0.1317905834
1041	0.1316411986
1042	0.1315627267
1043	0.131431372
1044	0.1313284206
1045	0.1311442393
1046	0.1309982363
1047	0.130873613
1048	0.1307556946
1049	0.1306728341
1050	0.1304903222
1051	0.1303189318
1052	0.1301671171
1053	0.1300352988
1054	0.1298909012
1055	0.1298284061
1056	0.1297184281
1057	0.1294508879
1058	0.1293451961
1059	0.1291953127
1060	0.1290746626
1061	0.1289159362
1062	0.1287293896
1063	0.1285731482
1064	0.1284425231
1065	0.1283534538
1066	0.1282422472
1067	0.1280946578
1068	0.1278891813
1069	0.1277307096
1070	0.1275719223
1071	0.1273835855
1072	0.1272813592
1073	0.1271924856
1074	0.1269796086
1075	0.1269155154
1076	0.1268086845
1077	0.1266893499
1078	0.1266355666
1079	0.1265267981
1080	0.1263733216
1081	0.1261976239
1082	0.1261161249
1083	0.1260147193
1084	0.1258673664
1085	0.1256829755
1086	0.125464586
1087	0.1253068161
1088	0.1251331252
1089	0.1250072507
1090	0.1248683012
1091	0.1247653032
1092	0.1247024783
1093	0.1245645139
1094	0.1244075552
1095	0.1242611948
1096	0.1240822583
1097	0.1238661355
1098	0.1237411852
1099	0.1235875148
1100	0.1234823739
1101	0.1233909667
1102	0.1232642339
1103	0.1231490854
1104	0.1229899573
1105	0.1228436623
1106	0.1227303898
1107	0.1226375007
1108	0.1225395752
1109	0.1223760128
1110	0.122257293
1111	0.1221011326
1112	0.1219509959
1113	0.1218172956
1114	0.1216272055
1115	0.1215163649
1116	0.1214306131
1117	0.1213073827
1118	0.1211325045
1119	0.1210206526
1120	0.1209121173
1121	0.1208080565
1122	0.1206396862
1123	0.1205022243
1124	0.1203841797
1125	0.1202869613
1126	0.1201318416
1127	0.1200389879
1128	0.1198606254
1129	0.1197620503
1130	0.1196528132
1131	0.1195713573
1132	0.1194797375
1133	0.1193551363
1134	0.1192679451
1135	0.1191293664
1136	0.1189767442
1137	0.1188596778
1138	0.1187259332
1139	0.118673842
1140	0.1185140021
1141	0.1184247928
1142	0.1183453979
1143	0.1181508695
1144	0.1180482373
1145	0.1178710578
1146	0.1177982168
1147	0.117683866
1148	0.1175425468
1149	0.1174559264
1150	0.1173966162
1151	0.1172225574
1152	0.1170315758
1153	0.1168624716
1154	0.1167456567
1155	0.1166331747
1156	0.1164896733
1157	0.1164002243
1158	0.1162831887
1159	0.1161391591
1160	0.1160312344
1161	0.1159461698
1162	0.1158207019
1163	0.115676869
1164	0.1156033126
1165	0.1154959676
1166	0.1153882211
1167	0.1152834447
1168	0.1151603115
1169	0.115032449
1170	0.114869967
1171	0.1147434361
1172	0.1145489833
1173	0.1143108436
1174	0.1141976613
1175	0.1140674585
1176	0.1139307628
1177	0.1138485432
1178	0.1137555651
1179	0.1136503297
1180	0.1135025239
1181	0.1133879824
1182	0.1132601895
1183	0.1131252517
1184	0.1129517503
1185	0.1128505546
1186	0.1126788304
1187	0.1125499211
1188	0.1124557108
1189	0.1123508876
1190	0.1122779737
1191	0.1121670615
1192	0.1120991363
1193	0.1119583085
1194	0.1118546917
1195	0.1117212642
1196	0.1115882322
1197	0.111524638
1198	0.1114208946
1199	0.1112816459
1200	0.1111798318
1201	0.1110832524
1202	0.1109872858
1203	0.1108709009
1204	0.1107129777
1205	0.1105929658
1206	0.1104739676
1207	0.1103934681
1208	0.1102867193
1209	0.1101704875
1210	0.1100662746
1211	0.1099752563
1212	0.1098448959
1213	0.1097162493
1214	0.1096440284
1215	0.109531719
1216	0.1093605057
1217	0.1092352843
1218	0.1091217527
1219	0.1089891356
1220	0.1089218225
1221	0.1088227284
1222	0.1087138038
1223	0.1086276392
1224	0.1085097983
1225	0.1084084367
1226	0.108299192
1227	0.1082370913
1228	0.1081401705
1229	0.1080454365
1230	0.1079781189
1231	0.1078821018
1232	0.1077994218
1233	0.1076502064
1234	0.1076003402
1235	0.107487248
1236	0.1073458231
1237	0.1072657585
1238	0.1071563205
1239	0.1070416369
1240	0.1069220136
1241	0.1067700149
1242	0.1066607641
1243	0.1065707758
1244	0.1064493765
1245	0.106323774
1246	0.1062165042
1247	0.1061256377
1248	0.106050991
1249	0.1059167509
1250	0.1058134755
1251	0.1057317524
1252	0.1056469533
1253	0.1055638675
1254	0.1054582521
1255	0.1054100935
1256	0.1052839826
1257	0.1052098475
1258	0.1050615856
1259	0.1049479429
1260	0.1048809281
1261	0.1047936837
1262	0.1046721419
1263	0.1045088341
1264	0.1044237889
1265	0.104332687
1266	0.1041774611
1267	0.1040952481
1268	0.1039999817
1269	0.1038610196
1270	0.1037385922
1271	0.1036695254
1272	0.1035541035
1273	0.1034214975
1274	0.1033473281
1275	0.1032742205
1276	0.1031741722
1277	0.1030756123
1278	0.1029624877
1279	0.102889871
1280	0.102770295
1281	0.1026962554
1282	0.1025772154
1283	0.1025013124
1284	0.1023863539
1285	0.1022892721
1286	0.1021424464
1287	0.1019984827
1288	0.1019174853
1289	0.1018240797
1290	0.1017156782
1291	0.1016410365
1292	0.1015192462
1293	0.1014474448
1294	0.101351154
1295	0.1012475295
1296	0.1011696484
1297	0.1011229255
1298	0.1010469501
1299	0.1009680371
1300	0.1008721726
1301	0.1008070572
1302	0.1007285136
1303	0.1006036353
1304	0.1005349541
1305	0.1003543599
1306	0.100277407
1307	0.1001946914
1308	0.1000611385
1309	0.1000047583
1310	0.09986827245
1311	0.09977963278
1312	0.09969399349
1313	0.09962776554
1314	0.09952945668
1315	0.09941081737
1316	0.09932207557
1317	0.09922794147
1318	0.09908985209
1319	0.09899830848
1320	0.09890290186
1321	0.0988507005
1322	0.09870431221
1323	0.09856069976
1324	0.09844365555
1325	0.09832619462
1326	0.09821245579
1327	0.09811779373
1328	0.09806136588
1329	0.09796043857
1330	0.09781994838
1331	0.09774074172
1332	0.09765764912
1333	0.0975283108
1334	0.09746318778
1335	0.09734907816
1336	0.09721246757
1337	0.09713502154
1338	0.0970029144
1339	0.0968945385
1340	0.096778371
1341	0.09666798495
1342	0.09658832442
1343	0.09651536319
1344	0.09642324442
1345	0.0963372487
1346	0.09628657759
1347	0.09618253313
1348	0.09611447971
1349	0.09601407624
1350	0.0959020541
1351	0.0958188662
1352	0.09576082814
1353	0.09567758383
1354	0.09556904858
1355	0.09550402611
1356	0.09544211141
1357	0.09532444789
1358	0.09525911567
1359	0.09512979709
1360	0.0950881682
1361	0.09501064803
1362	0.09492199112
1363	0.09482707003
1364	0.09472505148
1365	0.09462019669
1366	0.09454052773
1367	0.09448550324
1368	0.09439233435
1369	0.09433277472
1370	0.09420687262
1371	0.09412930645
1372	0.09404046157
1373	0.0939296039
1374	0.09382030728
1375	0.09375014438
1376	0.09367460734
1377	0.09351835762
1378	0.09342772497
1379	0.09331220834
1380	0.09320108252
1381	0.09313606799
1382	0.0930295701
1383	0.0929647805
1384	0.09289390898
1385	0.09278906731
1386	0.0926415058
1387	0.09256181356
1388	0.09245270325
1389	0.09235646975
1390	0.09231025981
1391	0.09217421417
1392	0.09209374568
1393	0.09198403141
1394	0.0919094036
1395	0.09179848564
1396	0.0917279273
1397	0.09165498665
1398	0.09160388375
1399	0.09155840288
1400	0.0914829607
1401	0.09146078467
1402	0.09135886929
1403	0.09126908075
1404	0.09118207748
1405	0.09112779096
1406	0.0910411212
1407	0.09097559417
1408	0.09093313773
1409	0.09085107789
1410	0.09077931418
1411	0.09068719968
1412	0.09062322448
1413	0.09051019244
1414	0.09045929238
1415	0.09039737151
1416	0.09032289829
1417	0.09025466525
1418	0.09017643764
1419	0.09001138277
1420	0.08993577037
1421	0.08982552235
1422	0.08974447589
1423	0.08966794186
1424	0.08958621501
1425	0.08954027097
1426	0.08943394739
1427	0.08937846415
1428	0.08934361984
1429	0.08926962019
1430	0.08922548822
1431	0.08913747421
1432	0.08905197987
1433	0.08893545494
1434	0.08883021566
1435	0.08874124425
1436	0.08868720782
1437	0.08862831558
1438	0.08857121761
1439	0.08852118022
1440	0.08847924973
1441	0.08841565005
1442	0.08835342118
1443	0.08825657097
1444	0.08819483937
1445	0.08814144341
1446	0.08809624897
1447	0.08798854269
1448	0.0879387753
1449	0.0878439594
1450	0.08777409696
1451	0.08769188003
1452	0.08764006603
1453	0.08755561911
1454	0.08745762288
1455	0.08738715487
1456	0.08731944617
1457	0.0872088068
1458	0.08711274821
1459	0.08703610255
1460	0.08697274449
1461	0.08692286522
1462	0.08681288422
1463	0.08673667981
1464	0.08669256939
1465	0.08658964082
1466	0.08648802895
1467	0.08641747665
1468	0.0863463116
1469	0.08629012865
1470	0.0862194467
1471	0.08614338749
1472	0.08608189865
1473	0.08601115275
1474	0.08594846105
1475	0.08587062554
1476	0.08576858858
1477	0.08570130124
1478	0.08565168112
1479	0.08553003702
1480	0.0854473294
1481	0.08538015068
1482	0.08529443486
1483	0.08521045595
1484	0.08516430173
1485	0.08509855509
1486	0.08502459836
1487	0.08494714446
1488	0.08487464057
1489	0.08474797696
1490	0.08466026853
1491	0.08458141702
1492	0.08451459001
1493	0.08443198422
1494	0.08435251419
1495	0.08429376295
1496	0.0842145009
1497	0.08411947505
1498	0.0840402568
1499	0.08393568634
1500	0.08384524739
1501	0.08373937429
1502	0.08366397021
1503	0.08357527473
1504	0.08350793591
1505	0.0834472944
1506	0.08336897809
1507	0.08329667362
1508	0.08320558234
1509	0.08313940801
1510	0.08310307358
